name	party	Foreign	Education	Individual_roperty	Financial	Military	Law	Health_service	Health_expenses	Funds	Public_transportation
Long	D	-2.312814	0.519111	2.082093	4.242561	-0.567362	-1.337342	0.670746	-2.463611	-1.673923	2.121736
Lowery (CA)	R	3.278963	3.408885	-2.536869	-0.462783	-4.040867	3.531340	-2.193660	3.487512	-2.484396	1.553563
Lowey	D	-4.230376	-1.072035	4.279649	2.115192	-1.714654	4.507524	0.547291	-5.752223	0.850041	-4.292370
Luken, Thomas	D	-3.295854	0.133878	3.221474	1.827107	1.613513	2.130211	0.215293	-1.693788	-2.140954	1.891140
Lukens, Donald	R	4.572284	0.448657	-2.809977	-1.403972	0.454082	-0.712951	-1.783835	2.920339	1.550105	-0.770249
Machtley	R	1.164771	0.874404	-1.022993	-0.478631	-2.677064	-3.223952	-1.980852	1.130882	-4.178247	-3.502474
Madigan	R	2.265809	3.484753	-2.986681	-1.175804	0.038862	3.829215	-2.863739	1.165560	0.513646	2.581219
Manton	D	-4.029244	-0.705860	2.992584	0.807019	-2.551798	5.285013	3.043722	-3.132495	2.085041	1.252045
Markey	D	-4.870077	-5.074596	5.634678	3.691097	3.042410	2.752387	0.866806	-6.134397	1.806758	-3.690390
Marlenee	R	2.619905	2.918712	-3.037085	-1.388260	0.818407	-1.951646	0.321720	6.749726	5.258688	2.676481
Martin (IL)	R	2.508552	-2.010138	-1.975534	-1.058092	1.709445	-1.401969	-1.117441	2.617073	-0.370188	-2.841251
Martin (NY)	R	2.063339	3.017744	-2.273208	1.042744	-4.216293	1.887676	-2.718077	2.841214	-2.387836	-1.476550
Martinez	D	-3.020093	-0.747590	2.404812	2.099417	1.199768	1.558926	1.783844	-2.490808	-0.745348	-1.702758
Matsui	D	-5.354037	-0.523449	4.474763	2.975379	-1.491515	5.186650	-1.538683	-5.390607	2.017773	-3.922046
Mavroules	D	-4.071517	-1.157548	4.272035	1.278408	-0.605307	2.841488	2.743429	-1.864218	-0.021080	-0.289106
Mazzoli	D	-2.243993	0.023102	1.963337	2.174366	-0.290336	2.704102	2.494772	-1.959995	1.258206	0.167723
McCandless	R	4.111217	0.470842	-3.692471	-2.175163	-3.248772	0.040260	-3.742007	4.452672	-0.788027	1.623613
McCloskey	D	-4.746276	-0.499791	2.914319	2.377982	1.029024	1.059920	2.207432	-5.588048	-2.085016	0.343150
McCollum	R	4.471519	1.348017	-3.542020	-2.936809	-2.023863	-1.199461	-2.588953	4.218064	-2.140195	0.183063
McCrery	R	3.960332	4.279049	-3.262454	-3.010712	-5.349873	-0.345792	-2.719783	3.868406	-3.255645	1.377609
McCurdy	D	-1.438647	-0.328026	1.209986	2.705405	-3.331013	-1.408078	-1.249872	-1.687086	-2.063953	0.837751
McDade	R	1.380505	3.055711	-0.836031	-1.535416	-5.708097	1.685157	0.250604	2.052440	-2.208204	-0.652090
McDermott	D	-5.368314	-4.307301	7.061529	5.159470	5.368439	2.625530	1.018651	-5.190335	6.087829	-9.896168
McEwen	R	2.881194	-0.857821	-3.482945	-1.410128	-0.798996	1.470766	-1.722310	3.777600	4.323336	2.529789
McGrath	R	0.565328	1.744365	-0.846615	0.286390	-2.270492	1.154594	0.563258	0.931572	1.128508	-2.691887
McHugh	D	-4.113425	-1.013326	2.564886	3.005231	1.000340	3.684690	0.248772	-3.684130	-1.257735	-2.134343
McMillan	R	2.428306	1.588965	-2.830606	-0.755761	-3.047825	-0.659097	-3.881411	2.282078	-2.011649	1.047467
McMillen (MD)	D	-1.368043	0.728245	1.849181	2.082951	-0.917678	1.474863	-0.045928	-4.226402	-2.230891	-1.066749
McNulty	D	-3.220583	-2.385546	2.735084	2.222511	-0.290545	3.259035	2.897265	-3.022761	2.641132	1.195499
Meyers	R	2.030034	1.041176	-2.166781	-0.784905	-1.247716	-3.338220	-4.833749	1.535050	-3.672346	-2.811878
Mfume	D	-4.021210	-5.182950	4.749941	3.812793	3.252779	0.445152	3.099182	-3.712881	0.645378	-4.910720
Michel	R	2.682114	4.524617	-2.870268	-1.725776	-4.467827	4.393598	-3.878343	3.036944	0.949179	-0.220410
Miller (CA)	D	-3.741100	-5.180217	3.862586	4.884251	5.941056	0.347840	2.001872	-4.546660	2.984014	-3.568512
Miller (OH)	R	1.880178	1.749933	-3.085819	-1.477116	-0.616209	1.860939	-0.216626	1.985721	5.050544	3.217790
Miller (WA)	R	2.112484	1.401716	-2.533139	-0.275807	1.287809	-1.936737	-4.753651	2.177730	-3.511323	-3.240981
Mineta	D	-5.611430	-1.514539	5.455792	1.019123	1.830134	1.611302	-0.461240	-4.336092	-0.727415	-2.841792
Moakley	D	-4.635954	-1.179203	4.320868	2.705238	-0.065074	4.358299	3.297273	-4.008179	1.189704	0.620140
Mollohan	D	-3.076590	-0.173298	2.750148	1.527769	1.077349	4.445626	6.151815	-2.711179	3.488232	4.372643
Montgomery	D	-1.344219	2.701473	0.911496	1.053549	-5.315091	3.950906	0.585782	-1.316288	0.602746	8.011394
Moody	D	-2.141801	-0.852134	1.777552	-0.086757	3.183387	-2.032231	1.609755	-3.403171	1.260435	-2.459059
Moorhead	R	5.453375	0.329615	-4.165833	-3.757441	-1.347452	-1.875729	-2.882978	3.686006	-0.450905	2.901414
Morella	R	0.661893	1.875690	-0.541239	-0.446220	-0.457629	-0.225314	-4.388813	0.471319	-6.383688	-8.179695
Morrison (CT)	D	-1.852142	-1.635929	2.788405	0.614638	2.280070	0.087786	1.261134	-3.036959	-0.907158	-2.311971
Morrison (WA)	R	1.144408	3.041833	-0.792281	1.042271	-1.221316	-0.060670	-2.958934	0.871096	-2.665533	-1.281153
Mrazek	D	-3.640644	-0.627863	2.404280	-0.224729	-0.849910	0.699639	0.155026	-3.762999	-3.757735	-2.178443
Murphy	D	-1.919330	-0.777457	1.424375	0.671328	1.701685	0.102097	3.955720	-1.544632	3.372737	1.956180
Murtha	D	-3.050519	2.047607	2.786888	1.084432	-0.090393	5.019343	3.090726	-2.411384	1.450043	3.077042
Myers	R	1.578285	2.057451	-1.813474	-1.198108	-2.308119	3.874907	0.544153	2.831706	2.786420	3.068959
Nagle	D	-2.002605	2.098432	2.251098	0.804935	2.217692	-0.282060	2.765055	-3.318206	-1.826121	-1.856659
Natcher	D	-3.549830	0.107372	3.728778	2.132210	-2.539508	2.308558	1.685092	-3.380606	-1.843741	4.825542
Neal	D	-4.656525	-2.563516	3.250928	1.807251	-0.036672	2.846619	2.988134	-3.961463	2.712204	-1.262278
Neal (NC)	D	-1.884785	-2.560796	1.430899	1.396825	-1.120410	-3.003804	0.407726	-2.306318	-1.239692	1.962882
Nelson	D	-0.340144	0.697152	1.968989	0.016892	0.095771	2.037209	1.258990	-0.752181	-0.428666	1.510402
Nielson	R	5.115032	2.428019	-6.792385	0.273265	1.138206	1.133819	-4.212234	2.832748	3.882014	2.353111
Nowak	D	-5.563060	-0.532951	4.258714	0.746128	-1.047141	1.636422	3.182273	-1.842033	0.678106	0.324140
Oakar	D	-3.759258	-1.866424	3.972390	-0.700590	-0.592228	2.815951	1.946936	-2.358721	-0.130202	-0.858777
Oberstar	D	-3.788829	-1.296040	4.215195	4.207499	4.176406	4.070729	5.878358	-3.471952	4.576036	-0.556454
Obey	D	-2.834572	-2.285529	3.381480	3.814015	4.490557	1.612775	4.000860	-3.796381	3.094635	-1.282011
Olin	D	-0.805672	0.290269	1.163060	-0.475253	0.146545	2.149556	-1.397674	-2.049096	0.230759	4.799745
Ortiz	D	-3.280939	0.814013	2.854359	1.238342	-4.708304	5.945807	2.211586	-2.902697	2.882431	5.244011
Owens	D	-3.094300	-2.225853	3.018616	3.420931	5.163288	0.989485	3.789312	-2.813914	0.227992	-7.374485
Owens (UT)	D	-2.266683	-1.014087	1.510207	0.958338	2.302767	0.240719	-1.015471	-1.422242	-0.872538	-2.444678
Oxley	R	4.042178	4.277818	-3.175502	-3.239634	-2.349154	0.088515	-3.171027	3.809171	-1.368839	1.091334
Packard	R	4.726298	2.537064	-4.981215	-5.085066	-4.279203	-0.746843	-2.702770	5.829660	0.776976	-1.244661
Pallone	D	-3.542463	-4.683709	2.847418	1.995208	2.081216	1.323270	1.289801	-3.995072	2.967510	0.670846
Panetta	D	-2.628650	-0.702651	2.944671	2.470615	-0.036649	0.670757	-1.103592	-3.557141	-0.869250	-0.083402
Parker	D	-0.919823	1.714902	0.220858	1.131175	-3.627389	2.704865	-0.033282	-0.731006	2.874417	6.694475
Parris	R	0.788238	1.635526	-1.037936	0.879220	-2.488045	-1.009381	-0.888842	2.632086	0.201937	2.013001
Pashayan	R	1.694835	0.999644	-1.456381	0.994596	-0.596869	0.991434	0.799502	1.357655	-0.197107	1.532125
Patterson	D	-1.213288	-2.168564	0.831620	2.977817	-1.274562	-3.144955	0.069188	-1.790965	1.775178	5.564632
Paxon	R	4.187600	0.234299	-3.931370	-3.377616	-1.338409	-1.233986	-3.627404	4.292108	-1.183843	1.256922
Payne (NJ)	D	-5.761765	-6.122156	6.898439	3.632837	5.697980	3.308771	3.899684	-5.506287	2.508192	-2.720835
Payne (VA)	D	-1.789463	2.842063	1.054494	3.467924	-2.697603	-0.279941	0.208155	-2.505083	-0.293380	3.850415
Pease	D	-4.215864	-0.300574	1.365717	0.935953	4.124270	-0.429799	0.564127	-1.898452	1.559518	-4.879370
Pelosi	D	-5.090653	-2.352814	5.131692	3.463654	0.967616	4.754615	0.633275	-5.022870	1.156158	-6.465189
Penny	D	-1.209128	-2.829552	0.539742	2.265833	8.023954	-1.045876	-1.456907	-1.494593	6.795439	2.012790
Perkins	D	-3.169130	-2.209078	3.276649	0.119409	-2.898741	2.551089	5.661475	-1.442338	-1.380810	0.849527
Petri	R	3.178965	-1.484514	-2.674420	-1.018517	3.029223	-4.421861	-1.122850	3.316897	0.117060	-2.457716
Pickett	D	-1.721216	2.835531	1.427689	2.649565	-1.451859	1.055427	-0.422537	-1.599056	1.550954	3.212182
Pickle	D	-3.106631	2.824299	1.997222	1.284481	-1.988294	2.146128	-2.207119	-3.371226	-2.028873	1.725365
Porter	R	2.929710	1.641516	-2.279945	-1.330541	-1.630863	-1.339699	-4.705802	2.555984	-2.697266	-6.658433
Poshard	D	-2.416334	-3.412991	2.194263	1.653795	1.218606	0.959408	3.955923	-1.899092	4.999913	3.072769
Price (NC)	D	-4.427179	-1.035955	3.687160	2.344210	-3.861094	4.632262	-0.338233	-4.674833	2.164603	0.219831
Pursell	R	2.552639	0.735575	-2.100185	-1.099002	-0.754412	-2.419800	-3.325183	2.563622	-0.486137	-2.182186
Quillen	R	1.727722	0.558726	-1.062450	-2.003797	-3.331255	2.588864	0.658686	2.726464	1.438772	5.479138
Rahall	D	-1.975261	-0.729508	2.405657	2.146641	2.489615	1.417423	6.711462	-2.267585	3.027269	2.862670
Rangel	D	-5.450598	-3.430133	5.017263	2.281838	1.419986	3.257172	2.119362	-4.515571	2.429020	-7.123145
Ravenel	R	1.535606	-0.225223	-1.626302	-0.579218	-2.414820	-1.692423	-0.553070	1.312596	-2.782340	1.239537
Ray	D	-0.944880	0.039547	0.383661	2.200046	-2.031744	-0.481962	1.008729	-0.419442	2.924137	6.254614
Regula	R	1.963882	1.843433	-1.968160	-2.689311	-4.018496	-0.417622	-0.711366	2.190345	-3.455225	-0.020730
Rhodes	R	4.362006	2.942869	-4.579272	0.747389	-2.615587	0.808419	-3.215288	4.421504	-1.262050	-0.699622
Richardson	D	-4.093949	-0.757807	3.407369	2.355435	-1.661889	2.753171	1.031488	-4.483159	-3.570199	3.916662
Ridge	R	1.883844	-0.776362	-2.053852	-0.631443	-1.168381	-1.466261	-2.040992	1.692096	-3.524103	-1.355529
Rinaldo	R	0.766278	0.847053	-0.672315	0.202648	-0.299953	-0.715759	-0.143546	1.098999	0.277290	-1.775742
Ritter	R	2.122318	-0.434761	-2.207698	-0.663520	0.227961	-1.525179	-1.134439	2.761932	-0.800328	1.983131
Roberts	R	3.203011	2.875400	-3.823304	-1.396191	-0.379033	-0.510602	-1.827465	4.324361	2.421188	-0.285074
Robinson	R	3.172956	1.662976	-2.359700	-0.543656	-1.411994	0.839734	-0.663698	4.299285	1.524168	1.461879
Roe	D	-2.810301	1.630567	3.754234	1.034945	-0.114007	3.069478	2.970514	-1.865394	1.863131	2.080480
Rogers	R	2.970404	1.358966	-1.782032	-1.364717	-3.685759	-0.124008	0.710631	3.544576	-1.470332	5.989497
Rohrabacher	R	3.954182	-2.195608	-3.807950	-1.529878	5.424998	-4.212168	-3.319424	4.703209	0.055747	2.257195
Ros-Lehtinen	R	1.895865	-0.012803	-1.634237	-2.390898	-1.254422	-0.503246	-0.266165	2.059463	-1.651211	-0.067100
Rose	D	-2.727832	-0.063514	2.839928	1.610235	0.106400	2.382378	1.949493	-3.073001	-3.633813	2.477521
Rostenkowski	D	-3.379849	1.889015	2.282770	1.070003	-0.364660	0.690523	-0.601778	-3.729060	-3.068821	-1.961191
Roth	R	2.918095	0.573134	-3.082962	-1.113862	2.255190	-2.372301	-0.507958	3.154344	1.417220	0.120578
Roukema	R	1.391415	0.300977	-1.624099	-1.353574	-0.983153	-1.800731	-2.879755	1.088219	-2.444863	-3.694159
Rowland (CT)	R	0.744113	-1.142935	-0.635584	1.169738	0.043470	-2.245362	0.080722	0.650592	-0.549997	1.787684
Rowland	D	-1.758896	1.111002	1.645697	2.951494	-3.695906	0.197284	0.283755	-2.005262	0.136923	4.824683
Roybal	D	-4.162828	-2.840310	6.120835	-0.146565	1.228934	1.522715	-0.672574	-6.269962	-1.920323	-3.135615
Russo	D	-2.560715	-4.149564	1.192897	-0.548189	2.154650	-1.403636	3.279318	-2.424356	0.026321	-2.732604
Sabo	D	-3.981031	-1.842330	5.263850	3.852617	3.139627	4.683717	1.194968	-4.449388	1.370754	-3.831845
Saiki	R	0.847823	1.178491	-0.824530	1.648647	0.320043	0.599487	-0.663987	0.894216	-1.044839	-0.881262
Sangmeister	D	-2.787928	-2.853321	2.023409	2.168255	-1.522156	-0.485554	2.037652	-1.726610	1.384673	0.596607
Sarpalius	D	-2.208307	0.268432	1.075783	1.806147	-1.391441	1.442871	1.691472	-1.980257	4.105919	8.313010
Savage	D	-1.705728	-3.449335	2.397158	0.557952	5.051085	-0.022811	4.955323	-2.592579	1.679628	-5.252414
Sawyer	D	-4.213271	-0.799153	3.743396	2.878089	-0.548055	3.663463	0.412048	-4.439902	-0.217613	-2.862962
Saxton	R	2.195276	0.239052	-1.785192	-2.688717	-0.360629	-0.495075	-1.237423	2.257275	-2.931811	-0.999539
Schaefer	R	3.708800	0.014596	-4.019491	-1.538444	0.855358	-2.117783	-1.234783	4.521740	0.136775	2.700492
Scheuer	D	-4.244338	-2.196175	3.984145	0.013152	3.704543	0.427378	1.676851	-5.088522	0.007635	-3.348639
Schiff	R	3.404791	2.923581	-1.690158	-0.538803	-2.034893	0.014012	-2.133634	1.950998	-4.320065	0.364686
Schneider	R	0.109677	0.340263	-1.035375	1.132969	1.598046	-1.785359	-0.097805	1.206427	-1.552439	-2.146478
Schroeder	D	-2.434621	-3.849251	2.672117	4.393058	7.240697	-3.464382	0.455630	-2.823356	1.238443	-3.382223
Schuette	R	2.514579	-2.029049	-1.371466	-0.154650	0.208166	-0.601814	0.172756	2.463253	0.294553	1.328608
Schulze	R	1.709997	-0.444695	-1.636754	-0.289779	-0.823399	-0.149126	0.246661	3.277172	1.113925	1.495498
Schumer	D	-3.546690	-3.328517	3.211828	0.961323	0.937222	2.662761	-0.471642	-4.502254	-0.452160	-3.327755
Sensenbrenner	R	4.687559	-3.467534	-4.912584	-1.143660	6.059345	-6.655613	-2.751012	5.114949	0.002725	-3.344216
Sharp	D	-1.167443	0.215846	1.298210	2.449936	1.278499	-1.361688	0.451653	-2.423522	-2.451223	-2.189863
Shaw	R	3.204867	3.356192	-2.836779	-2.828213	-4.341697	-1.333654	-3.274591	3.357597	-2.298513	-1.983205
Shays	R	1.257163	-0.065877	-1.643887	-0.913233	1.127958	-1.883048	-3.316595	1.421065	-1.421262	-9.329465
Shumway	R	6.152747	1.581398	-6.713088	-3.640137	-0.265792	0.741134	-2.565976	9.787333	1.748991	1.068307
Shuster	R	3.409547	2.114795	-3.871845	-4.329558	-0.321292	-1.503270	-0.942315	4.412847	-0.917069	2.069172
Sikorski	D	-3.116297	-2.237243	2.478406	3.777331	2.363018	-3.033198	2.301335	-4.446403	-0.932350	-3.095449
Sisisky	D	-1.523859	1.754398	1.306449	2.417257	-3.972057	1.063262	0.476263	-1.921591	-1.399838	5.883590
Skaggs	D	-3.975391	0.602656	3.731086	3.249981	1.403572	1.804576	-0.931236	-5.526318	-0.594378	-4.310941
Skeen	R	2.757433	4.516643	-1.812522	-1.237477	-3.800403	0.877846	-2.350730	2.826296	-1.896005	2.276093
Skelton	D	-1.926743	0.819187	1.601840	1.376304	-4.816231	4.351655	2.096274	-1.904152	3.331858	5.232840
Slattery	D	-1.558702	1.125711	1.091517	4.031054	1.838409	-4.662667	-0.106495	-2.345027	-0.034551	0.490654
Slaughter	D	-5.167151	-4.139686	4.251452	3.788433	1.416878	3.077327	0.709781	-4.220476	1.014435	-0.692365
Slaughter (VA)	R	2.368787	2.284813	-4.027737	0.104556	-1.940975	-0.512307	-1.794677	4.427809	-0.069382	0.550640
Smith (FL)	D	-3.587113	-1.144194	3.668566	1.132869	-0.801962	2.286293	-0.042256	-3.842520	-1.372261	-0.897428
Smith (IA)	D	-2.123006	2.965651	2.489381	1.892772	2.543660	3.896829	0.036510	-2.848047	-3.146023	1.265230
Smith (NE)	R	4.778819	3.442696	-3.707585	-2.654348	-1.797614	-1.920702	-2.918314	4.757261	-2.796219	3.352257
Smith (NJ)	R	1.410745	-0.875554	-1.111624	-2.125151	-0.334161	-0.268212	0.382685	1.532495	-1.382797	0.224050
Smith (TX)	R	3.744597	3.052930	-3.488210	-3.109244	-2.675988	-1.049757	-2.327866	4.145792	-3.328638	0.825892
Smith (VT)	R	0.886325	0.776424	-1.048748	-0.756636	0.659256	-1.118237	-4.489497	0.852630	0.666723	-3.086862
Smith, Denny (OR)	R	2.848164	-1.030186	-4.930301	-1.900077	-1.263156	1.074835	-2.571409	6.402495	0.773432	2.697923
Smith, Robert (NH)	R	6.869317	-2.273539	-5.830396	-2.485197	0.068470	-2.805111	-1.382610	4.372753	1.005937	-1.898791
Smith (OR)	R	3.744573	2.674285	-3.426723	-1.555806	-1.461417	-1.683788	-1.648106	4.088139	0.482161	2.823541
Snowe	R	1.620064	-1.100156	-1.312290	-0.714162	0.680844	-3.530886	-0.868202	0.908525	-4.269812	-1.012338
Solarz	D	-3.489193	1.886672	3.409749	1.659181	0.209507	2.192614	-0.561806	-4.971508	-3.562362	-1.098739
Solomon	R	3.504985	-2.182761	-3.491388	-3.093894	1.306066	-2.428668	-1.373665	4.070776	-0.856879	2.634548
Spence	R	3.206150	0.894316	-2.595369	-2.128971	-1.484894	-1.438040	-0.132498	3.250049	-2.964844	5.030701
Spratt	D	-2.913736	-1.087054	2.800254	2.393338	-3.411385	3.718252	1.991608	-3.447742	1.099803	3.119521
Staggers	D	-2.233127	-2.918323	2.057743	1.604414	1.231762	-1.108497	4.303887	-2.092324	0.879074	1.472059
Stallings	D	-1.179475	0.563906	0.851331	0.898178	-1.771557	0.052547	0.994918	-0.819585	0.634605	5.013072
Stangeland	R	1.275612	1.084989	-2.732353	-0.163033	-0.176155	0.486833	1.016074	2.572236	-0.623524	-0.770397
Stark	D	-4.466720	-7.112662	5.472392	5.189062	8.045553	0.308636	3.083774	-4.456703	6.128653	-6.677824
Stearns	R	4.645349	-2.564268	-4.038786	-0.981356	2.380177	-4.638206	-1.365386	4.872133	-0.577314	1.941911
Stenholm	D	-1.276541	2.955156	0.830002	2.779742	-2.239555	2.807933	-0.585532	-1.392990	8.799539	6.964341
Stokes	D	-5.650973	-3.142995	5.841500	4.142328	4.603188	3.902575	2.987109	-4.141594	2.434789	-2.508805
Studds	D	-3.960068	-1.889550	5.087877	2.935036	2.734412	0.728274	0.507781	-4.983501	-0.183813	-3.376965
Stump	R	9.306633	0.902578	-6.818323	-6.504210	-1.254870	-4.162739	-2.493850	8.253768	7.441881	2.710822
Sundquist	R	3.166000	3.160504	-2.356103	-2.829604	-4.179472	0.094438	-2.006168	3.387021	2.010776	2.534044
Swift	D	-6.726789	1.673072	5.774615	1.351763	-0.632643	2.573341	-1.276999	-3.726235	-0.686348	-2.553848
Synar	D	-3.449653	0.109089	3.243436	1.714772	3.520449	-1.851335	-1.506069	-3.076107	-3.685086	-2.803173
Tallon	D	-1.851560	-0.917982	1.735032	-0.093499	-1.589376	-2.209639	1.286493	-1.159445	1.230365	3.426374
Tanner	D	-1.833522	0.858124	1.412930	2.321152	-3.651920	1.340235	0.636794	-2.187975	3.538902	3.721155
Tauke	R	1.955108	1.990821	-2.534881	1.863472	1.924987	-2.092978	-0.396170	2.600499	-0.875630	-1.144438
Tauzin	D	-0.932467	-0.676915	0.508795	1.130781	-2.861908	0.590970	2.191517	-0.196113	2.734306	6.797422
Taylor (MS)	D	-0.816904	-2.979651	0.487214	1.728971	1.724522	0.186782	3.655887	-0.696716	7.840089	12.688139
Thomas	R	4.063777	4.337169	-4.064435	-2.675600	-4.997279	-1.212321	-4.594931	4.497380	-4.796252	-2.458860
Thomas (GA)	D	-1.854965	0.804779	1.562067	0.633287	-5.334502	1.568086	0.305357	-2.128335	-1.339314	4.012483
Thomas (WY)	R	3.668624	2.920796	-3.799755	-2.778071	-0.565461	-1.373959	-2.931243	3.093203	-0.141794	1.366105
Torres	D	-5.051563	-0.688291	7.663126	2.974961	2.484937	3.767398	1.479012	-4.635453	-0.477623	-0.541983
Torricelli	D	-2.216029	-2.061482	2.239300	0.817454	0.241540	1.685517	0.171461	-3.722602	-2.254588	-1.569655
Towns	D	-6.006812	-3.338015	4.700016	2.551484	2.830459	2.063346	1.745595	-3.747733	1.419874	-1.192232
Traficant	D	-0.257827	-0.765722	0.415448	0.545713	1.001544	-1.147928	2.270361	-0.102264	-5.228527	3.068101
Traxler	D	-4.534174	-1.886473	4.297231	-0.179416	-1.959825	3.787378	2.865542	-3.553273	-3.507474	2.491165
Udall	D	-2.482933	-0.636961	4.521593	-0.043285	1.732332	1.055009	1.327270	-2.696450	-1.115965	-0.108442
Unsoeld	D	-4.585605	-1.197424	4.249525	4.653724	5.211617	1.944741	1.903033	-5.109024	-0.795415	1.849252
Upton	R	2.309687	0.595508	-2.351449	-2.396311	-0.844488	-2.168935	-1.364502	2.666844	-0.943465	-3.419719
Valentine	D	-1.418660	-0.950083	0.581669	2.792251	-1.348303	-1.338727	-0.482066	-1.687254	2.721716	3.020129
Vander Jagt	R	2.220293	3.595981	-2.061132	-1.548737	-2.920369	0.927729	-1.799274	3.623459	-1.636254	2.387835
Vento	D	-4.885910	-3.382483	3.904651	4.337366	3.842092	2.001923	1.192045	-4.175634	-1.005086	-6.095699
Visclosky	D	-3.114042	-1.823304	3.527987	2.874985	2.340570	1.620654	2.426578	-3.431363	2.327493	0.278445
Volkmer	D	-2.868837	-0.084939	2.146888	3.723041	-1.980960	2.126265	5.295412	-2.671986	6.852789	4.190506
Vucanovich	R	4.358289	3.338241	-3.242021	-3.416599	-4.378644	1.446401	-1.344823	4.488531	-0.271341	4.027002
Walgren	D	-2.615740	0.347231	2.852482	2.543202	-1.352396	1.307810	-0.726086	-2.637428	-0.960791	-0.259485
Walker	R	6.700376	-0.639406	-4.363377	-4.453474	2.385535	-1.782249	-4.823267	6.096829	0.087415	0.840386
Walsh	R	1.815648	0.966725	-1.417563	-2.659472	-3.133149	-0.440475	-0.103275	2.352213	-3.402257	-0.230407
Watkins	D	-0.243707	1.699315	1.168892	0.379867	-2.507399	-0.724754	1.472533	-0.362173	-0.032988	1.694057
Waxman	D	-4.471270	-3.705887	4.978533	3.334514	1.614706	4.416013	1.418301	-5.656577	1.812227	-6.205526
Weber	R	2.869474	1.049004	-2.942820	-0.363182	-0.215393	0.501478	-1.943281	3.995102	-0.737496	0.726353
Weiss	D	-5.730396	-2.500549	3.822322	-0.822450	5.062488	-1.130654	0.882364	-2.276734	-1.485777	-5.289452
Weldon (PA)	R	2.296330	-0.420835	-1.739254	-2.824592	-1.439627	-1.987086	-0.864299	2.433123	-3.010926	0.364303
Wheat	D	-3.428343	-3.460750	5.744265	1.254691	0.106903	3.131005	1.528076	-5.357532	-1.438747	-1.708326
Whittaker	R	0.963351	1.584351	-1.650625	0.176978	0.071646	-1.503825	-1.456267	3.107898	0.153416	0.188204
Whitten	D	-3.562097	0.771844	2.279216	0.964240	-4.094163	3.172650	2.787023	-2.686861	1.164941	1.412512
Williams	D	-2.411525	-0.051806	2.014963	4.558563	3.799973	-0.681388	2.238251	-3.075686	3.820507	-1.084533
Wilson	D	-1.528390	-0.355950	1.465918	2.816622	-2.365649	2.390573	0.318135	-2.029581	0.129980	2.807274
Wise	D	-3.010304	-1.095730	2.986783	2.240207	-0.210774	1.553641	2.172578	-2.931028	-1.134667	2.191948
Wolf	R	2.564700	0.919271	-2.009130	-0.936555	-2.614431	-0.243391	-1.718981	2.702352	-1.194902	0.053365
Wolpe	D	-5.417519	-1.367448	2.525518	1.461607	1.391268	-2.126092	0.555471	-5.979125	-3.178867	-3.631163
Wyden	D	-3.133041	-1.048481	2.282349	2.928737	3.674235	-1.659884	-0.549452	-4.244209	-2.078766	-3.124990
Wylie	R	2.464073	2.225382	-2.136269	-1.889847	-3.094829	1.135754	-2.599690	2.801969	-0.060031	1.022401
Yates	D	-4.617578	-2.814826	3.985994	4.972624	5.923431	1.714814	2.888092	-3.643655	1.880655	-8.152388
Yatron	D	-2.152044	-3.285199	2.442544	2.207715	-0.886101	1.985371	3.035199	-1.857419	-1.745707	3.060556
Young (AK)	R	2.103061	-0.120829	-1.724442	-2.258419	0.373486	-0.763734	-2.440634	2.566774	-1.728033	5.458681
Young (FL)	R	2.927933	0.840150	-2.071726	-1.567183	-2.413599	-1.551799	-1.920268	2.869694	-1.079513	1.455723
Washington	D	-4.120696	-5.682838	4.378864	1.710215	8.774409	-0.119622	3.718921	-3.629885	0.480393	-2.985289
Molinari	R	2.456723	0.518192	-2.324882	-2.240588	-2.808198	-0.868056	-4.310589	3.325655	-5.879973	-2.744163
Serrano	D	-4.877757	-3.637481	6.467660	3.460626	3.116727	1.488993	1.139323	-4.431417	1.389706	-2.386042
Foley	D	-3.276152	0.817926	3.816077	0.317287	-0.758104	0.526190	-0.795752	-4.694314	-1.169125	-1.638066
Mink	D	-4.327648	-2.345734	4.861563	2.963350	4.038628	2.521377	2.656619	-3.822747	-0.597159	0.077736
Abercrombie	D	-2.896544	-2.886177	4.773128	2.297259	3.958031	1.235562	1.877028	-3.275390	0.583227	-0.192971
Allard	R	5.035703	1.517528	-4.978230	-1.792865	2.335514	-0.769716	-2.191235	5.001154	2.522814	-0.126332
Andrews (ME)	D	-2.715894	-3.847035	3.898190	6.622234	3.129178	-2.284147	2.161387	-2.747301	-2.504803	-2.066577
Andrews	D	-2.831455	-3.697751	2.248388	1.888630	1.293563	1.557701	0.174664	-3.646577	2.793558	0.785767
Bacchus (FL)	D	-2.123023	0.020436	2.235729	2.697101	-1.932829	-2.325682	-0.128635	-2.116421	-0.790518	-2.691770
Barrett (NE)	R	3.744873	3.921982	-3.129052	-1.859500	-4.948703	-0.009885	-2.824408	4.018124	1.719192	-0.060324
Boehner	R	5.619878	4.038475	-4.792892	-5.562600	-3.369804	-1.272040	-5.042974	6.676247	-2.764262	-0.018525
Brewster	D	-1.311991	2.924329	0.942327	1.056598	-4.499759	0.208233	0.292305	-1.613529	-1.964361	8.233272
Camp	R	3.234203	2.047468	-2.777693	-2.893536	-2.031205	-1.718686	-1.804695	3.659188	-1.394985	0.321790
